2,31.4436682787032
3,16.1830557048182
4,11.2484327422533
5,7.99749238760523
6,5.91975640336736
7,4.28085258821422
8,3.30467490596454
9,2.93748880530181
10,1.93444384739387
11,1.83593050331363
12,1.71054988357514
13,1.44187712699266
14,0.967221923696937
15,0.985133440802436
16,0.806018269747448
17,0.77019523553645
18,0.680637650008956
19,0.546301271717714
20,0.447787927637471
21,0.358230342109977
22,0.385097617768225
23,0.31345154934623
24,0.214938205265986
25,0.232849722371485
26,0.322407307898979
27,0.179115171054988
28,0.170159412502239
29,0.125380619738492
30,0.170159412502239
31,0.16120365394949
32,0.107469102632993
33,0.0537345513164965
34,0.15224789539674
35,0.0895575855274942
36,0.0716460684219953
37,0.116424861185742
38,0.116424861185742
39,0.0537345513164965
40,0.0626903098692459
41,0.0626903098692459
42,0.0537345513164965
43,0.0447787927637471
44,0.0626903098692459
45,0.0358230342109977
46,0.0268672756582483
47,0.0268672756582483
48,0.0268672756582483
49,0.0537345513164965
50,0.0447787927637471
51,0.0358230342109977
52,0.0447787927637471
53,0.0358230342109977
54,0.00895575855274942
55,0.00895575855274942
56,0.0358230342109977
57,0.0358230342109977
58,0.0268672756582483
61,0.0179115171054988
62,0.00895575855274942
63,0.0268672756582483
64,0.00895575855274942
65,0.0358230342109977
66,0.00895575855274942
72,0.00895575855274942
74,0.0179115171054988
76,0.0179115171054988
78,0.00895575855274942
81,0.00895575855274942
83,0.0179115171054988
84,0.00895575855274942
85,0.00895575855274942
86,0.00895575855274942
89,0.00895575855274942
91,0.00895575855274942
93,0.00895575855274942
94,0.0179115171054988
95,0.00895575855274942
96,0.00895575855274942
97,0.00895575855274942
108,0.00895575855274942
115,0.00895575855274942
130,0.00895575855274942
139,0.00895575855274942
141,0.00895575855274942
142,0.00895575855274942
144,0.00895575855274942
146,0.00895575855274942
147,0.00895575855274942
179,0.0179115171054988
193,0.00895575855274942
202,0.00895575855274942
296,0.00895575855274942
377,0.00895575855274942
449,0.00895575855274942
