Day,Calls,Messages,Presences
Sun,8.71872630780895,15.4716545433553,0.794492603506804
Mon,12.4336618650493,13.3856752492014,17.301906435473
Tue,10.1592115238817,11.857753146288,21.0124786375044
Wed,13.0401819560273,13.3202478543663,23.4338755845239
Thu,9.85595147839272,15.4447138513644,17.2359437228752
Fri,21.9105382865807,18.1811184235847,17.2482316339077
Sat,23.8817285822593,12.33883693184,2.97307138220906
